Probe Set ID	Gene Symbol	Gene Title
1409_at	SRF	serum response factor (c-fos serum response element-binding transcription factor)
140_s_at	SFRS10	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)
1410_at	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
1411_at	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1
1412_g_at	CYP11B1 /// CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 1 /// cytochrome P450, family 11, subfamily B, polypeptide 2
1413_at	---	---
1414_at	---	---
1415_at	---	---
1416_g_at	---	---
1417_at	---	---
1418_at	NOS2A	nitric oxide synthase 2A (inducible, hepatocytes)
1419_g_at	NOS2A	nitric oxide synthase 2A (inducible, hepatocytes)
141_s_at	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)
1420_s_at	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2
1421_at	CAMK4	calcium/calmodulin-dependent protein kinase IV
1422_g_at	CAMK4	calcium/calmodulin-dependent protein kinase IV
1423_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)
1424_s_at	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide
1425_at	PCDHB11	protocadherin beta 11
1426_at	SLA	Src-like-adaptor
1427_g_at	SLA	Src-like-adaptor
1428_at	---	---
142_at	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa
1430_at	SST	somatostatin
1431_at	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1
1432_s_at	LTK	leukocyte tyrosine kinase
1433_g_at	SMAD3	SMAD, mothers against DPP homolog 3 (Drosophila)
1434_at	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)
1435_f_at	IFNA21	interferon, alpha 21
1436_at	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6
1437_at	PRKCA	protein kinase C, alpha
1438_at	EPHB3	EPH receptor B3
1439_s_at	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
143_s_at	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa
1440_s_at	FAS	Fas (TNF receptor superfamily, member 6)
1441_s_at	FAS	Fas (TNF receptor superfamily, member 6)
1442_at	ESR2	estrogen receptor 2 (ER beta)
1443_at	DUSP9	dual specificity phosphatase 9
1444_at	PSMD9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
1445_at	CCRL2 /// LOC642312	chemokine (C-C motif) receptor-like 2 /// similar to chemokine (C-C motif) receptor-like 2
1446_at	PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2
1447_at	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1
1448_at	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3
1449_at	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4
144_at	TK2	thymidine kinase 2, mitochondrial
1450_g_at	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4
1451_s_at	POSTN	periostin, osteoblast specific factor
1452_at	LMO4	LIM domain only 4
1453_at	SMAD2	SMAD, mothers against DPP homolog 2 (Drosophila)
1454_at	SMAD3	SMAD, mothers against DPP homolog 3 (Drosophila)
1455_f_at	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9
1456_s_at	IFI16	interferon, gamma-inducible protein 16
1457_at	JAK1	Janus kinase 1 (a protein tyrosine kinase)
1458_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3
1459_at	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)
145_s_at	TBX5	T-box 5
1460_g_at	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)
1461_at	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
1462_s_at	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa
1463_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12
1464_at	---	---
1465_s_at	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
1466_s_at	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)
1467_at	EPS8	epidermal growth factor receptor pathway substrate 8
1468_at	TRAP1	TNF receptor-associated protein 1
1469_at	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
146_at	PIK4CB	phosphatidylinositol 4-kinase, catalytic, beta polypeptide
1470_at	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa
1471_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1472_g_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1473_s_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1474_s_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1475_s_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1476_s_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
1477_s_at	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18
1478_at	ITK	IL2-inducible T-cell kinase
1479_g_at	ITK	IL2-inducible T-cell kinase
147_at	TSG101	tumor susceptibility gene 101
1480_at	HSPA4	heat shock 70kDa protein 4
1481_at	MMP12	matrix metallopeptidase 12 (macrophage elastase)
1482_g_at	MMP12	matrix metallopeptidase 12 (macrophage elastase)
1483_at	CDH4	cadherin 4, type 1, R-cadherin (retinal)
1484_at	CDH8	cadherin 8, type 2
1485_at	EPHA7	EPH receptor A7
1486_at	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa
1487_at	ESRRA	estrogen-related receptor alpha
1488_at	PTPRK	protein tyrosine phosphatase, receptor type, K
1489_s_at	MYCL1	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
148_at	ELL2	elongation factor, RNA polymerase II, 2
1490_at	MYCL1	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
1491_at	PTX3	pentraxin-related gene, rapidly induced by IL-1 beta
1492_f_at	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6
1493_r_at	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6
1494_f_at	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6
1495_at	LTBP1	latent transforming growth factor beta binding protein 1
1496_at	PTPRA	protein tyrosine phosphatase, receptor type, A
1497_at	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)
1498_at	ZAP70	zeta-chain (TCR) associated protein kinase 70kDa
1499_at	FNTA	farnesyltransferase, CAAX box, alpha
149_at	DDX39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
1500_at	WT1	Wilms tumor 1
1501_at	IGF1	insulin-like growth factor 1 (somatomedin C)
1503_at	BRCA2	breast cancer 2, early onset
1504_s_at	FGF12	fibroblast growth factor 12
1505_at	TYMS	thymidylate synthetase
1506_at	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)
1507_s_at	EDNRA	endothelin receptor type A
1508_at	ITGA9	integrin, alpha 9
1509_at	MMP16	matrix metallopeptidase 16 (membrane-inserted)
150_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
1510_g_at	MMP16	matrix metallopeptidase 16 (membrane-inserted)
1511_at	SHC3	SHC (Src homology 2 domain containing) transforming protein 3
1512_at	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
1513_at	---	---
1514_g_at	---	---
1515_at	---	---
1516_g_at	---	---
1517_at	CYP2F1	cytochrome P450, family 2, subfamily F, polypeptide 1
1518_at	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
1519_at	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
151_s_at	TUBB	tubulin, beta
1520_s_at	IL1B	interleukin 1, beta
1521_at	NME1	non-metastatic cells 1, protein (NM23A) expressed in
1522_at	TNK1	tyrosine kinase, non-receptor, 1
1523_g_at	TNK1	tyrosine kinase, non-receptor, 1
1524_at	RAGE	renal tumor antigen
1525_s_at	FGF8	fibroblast growth factor 8 (androgen-induced)
1526_i_at	FGF8	fibroblast growth factor 8 (androgen-induced)
1527_s_at	CG018	hypothetical gene CG018
1528_at	CG030	hypothetical gene CG030
1529_at	FRY	furry homolog (Drosophila)
152_f_at	HIST2H4 /// H4/O /// LOC648164	histone 2, H4 /// histone H4/o /// similar to germinal histone H4 gene
1530_g_at	FRY	furry homolog (Drosophila)
1531_at	PFAAP5	Phosphonoformate immuno-associated protein 5
1532_g_at	PFAAP5	Phosphonoformate immuno-associated protein 5
1533_at	RAD50	RAD50 homolog (S. cerevisiae)
1534_at	IL12RB2	interleukin 12 receptor, beta 2
1535_at	CHES1	checkpoint suppressor 1
1536_at	CDC6	CDC6 cell division cycle 6 homolog (S. cerevisiae)
1537_at	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
1538_s_at	IL2	interleukin 2
1539_at	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog
153_f_at	HIST1H2BJ	histone 1, H2bj
1540_f_at	IFNA5	interferon, alpha 5
1541_f_at	IFNA6	interferon, alpha 6
1542_at	EGF	epidermal growth factor (beta-urogastrone)
1543_at	---	---
1544_at	BLM	Bloom syndrome
1545_g_at	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
1546_at	HYAL1	hyaluronoglucosaminidase 1
1547_at	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)
1548_s_at	IL10	interleukin 10
1549_s_at	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4
154_at	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa
1550_at	MRPL28	mitochondrial ribosomal protein L28
1551_g_at	MRPL28	mitochondrial ribosomal protein L28
1552_i_at	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13
1553_r_at	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13
1554_f_at	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13
1555_f_at	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7
1556_at	RBM5	RNA binding motif protein 5
1557_at	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)
1558_g_at	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)
1559_at	PAK2	p21 (CDKN1A)-activated kinase 2
155_s_at	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
1560_g_at	PAK2	p21 (CDKN1A)-activated kinase 2
1561_at	DUSP8	dual specificity phosphatase 8
1562_g_at	DUSP8	dual specificity phosphatase 8
1563_s_at	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A
1564_at	AKT1	v-akt murine thymoma viral oncogene homolog 1
1565_s_at	GRB2	growth factor receptor-bound protein 2
1566_at	NCAM1	neural cell adhesion molecule 1
1567_at	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
1568_s_at	IFNAR2	interferon (alpha, beta and omega) receptor 2
1569_r_at	IL10RB	interleukin 10 receptor, beta
156_s_at	GPR19	G protein-coupled receptor 19
1570_f_at	---	---
1571_f_at	RB1	retinoblastoma 1 (including osteosarcoma)
1572_s_at	INSR	insulin receptor
1573_at	PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)
1574_s_at	IL4	interleukin 4
1575_at	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1
1576_g_at	ABCB1 /// ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 1 /// ATP-binding cassette, sub-family B (MDR/TAP), member 4
1577_at	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)
1578_g_at	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)
1579_at	OSM	oncostatin M
157_at	PRAME	preferentially expressed antigen in melanoma
1580_f_at	IFNA4	interferon, alpha 4
1581_s_at	TOP2B	topoisomerase (DNA) II beta 180kDa
1582_at	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5
1583_at	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B
1584_at	CDC25C	cell division cycle 25C
1585_at	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
1586_at	IGFBP3	insulin-like growth factor binding protein 3
1587_at	RARG	retinoic acid receptor, gamma
1588_at	IFNAR2	interferon (alpha, beta and omega) receptor 2
1589_s_at	IFNAR2	interferon (alpha, beta and omega) receptor 2
158_at	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4
1590_s_at	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
1591_s_at	IGF2	insulin-like growth factor 2 (somatomedin A)
1592_at	TOP2A	topoisomerase (DNA) II alpha 170kDa
1593_at	FGF2	fibroblast growth factor 2 (basic)
1594_at	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa
1595_at	TEK	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)
1596_g_at	TEK	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)
1597_at	GAS6	growth arrest-specific 6
1598_g_at	GAS6	growth arrest-specific 6
1599_at	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
159_at	VEGFC	vascular endothelial growth factor C
160020_at	MMP14	matrix metallopeptidase 14 (membrane-inserted)
160021_r_at	PGR	progesterone receptor
160022_at	CSF1R	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog
160023_at	WNT2	wingless-type MMTV integration site family member 2
160024_at	CDK10	cyclin-dependent kinase (CDC2-like) 10
160025_at	TGFA	transforming growth factor, alpha
160026_at	PRKX	protein kinase, X-linked
160027_s_at	IGF2R	insulin-like growth factor 2 receptor
160028_s_at	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)
160029_at	PRKCB1	protein kinase C, beta 1
160030_at	GHR	growth hormone receptor
160031_at	CDH3	cadherin 3, type 1, P-cadherin (placental)
160032_at	IL6R	interleukin 6 receptor
160033_s_at	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1
160034_s_at	FANCC	Fanconi anemia, complementation group C
160035_at	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7
160036_at	ESRRB	estrogen-related receptor beta
160037_at	MMP15	matrix metallopeptidase 15 (membrane-inserted)
160038_s_at	INS	insulin
160039_at	MAPK4	mitogen-activated protein kinase 4
160040_at	EDN3	endothelin 3
160041_at	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)
160042_s_at	HOXB6	homeobox B6
160043_at	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
160044_g_at	ACO2	aconitase 2, mitochondrial
1600_at	TXK	TXK tyrosine kinase
1601_s_at	IGFBP5	insulin-like growth factor binding protein 5
1602_at	PRKCI	protein kinase C, iota
1603_g_at	PRKCI	protein kinase C, iota
1604_at	EPHA5	EPH receptor A5
1605_g_at	EPHA5	EPH receptor A5
1606_at	EPHA4	EPH receptor A4
1607_at	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)
1608_at	---	---
1609_g_at	---	---
160_at	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
1610_s_at	DHFR /// LOC643509 /// LOC653874	dihydrofolate reductase /// similar to Dihydrofolate reductase /// similar to Dihydrofolate reductase
1611_s_at	IFNG	interferon, gamma
1612_s_at	JUND	jun D proto-oncogene
1613_s_at	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)
1614_s_at	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)
1615_at	BCL2L1	BCL2-like 1
1616_at	FGF9	fibroblast growth factor 9 (glia-activating factor)
1617_at	TRIM25	tripartite motif-containing 25
1618_at	---	---
1619_g_at	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1
161_at	RAB9P1	RAB9, member RAS oncogene family, pseudogene 1
1620_at	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)
1621_at	CDC5L	CDC5 cell division cycle 5-like (S. pombe)
1622_at	LOC650832 /// LOC651423	similar to mitogen-activated protein kinase kinase 3 isoform A /// similar to mitogen-activated protein kinase kinase 3 isoform A
1623_s_at	---	---
1624_at	---	---
1625_at	---	---
1626_at	---	---
1627_at	---	---
1628_at	---	---
1629_s_at	---	---
162_at	USP11	ubiquitin specific peptidase 11
1630_s_at	---	---
1631_at	---	---
1632_at	---	---
1633_g_at	PIM2	pim-2 oncogene
1634_s_at	TGFB1	transforming growth factor, beta 1 (Camurati-Engelmann disease)
1635_at	ABL1	v-abl Abelson murine leukemia viral oncogene homolog 1
1636_g_at	ABL1	v-abl Abelson murine leukemia viral oncogene homolog 1
1637_at	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
1638_at	ETV6	ets variant gene 6 (TEL oncogene)
1639_s_at	E2F5	E2F transcription factor 5, p130-binding
163_at	DVL1	dishevelled, dsh homolog 1 (Drosophila)
1640_at	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
1641_s_at	DDB1	damage-specific DNA binding protein 1, 127kDa
1642_at	MTA1	metastasis associated 1
1643_g_at	MTA1	metastasis associated 1
1644_at	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa
1645_at	KISS1	KiSS-1 metastasis-suppressor
1646_at	---	---
1647_at	IQGAP2	IQ motif containing GTPase activating protein 2
1648_at	OSMR	oncostatin M receptor
1649_at	SMOX	spermine oxidase
164_at	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3
1650_g_at	SMOX	spermine oxidase
1651_at	UBE2C	ubiquitin-conjugating enzyme E2C
1652_at	PIM2	pim-2 oncogene
1653_at	RPS3A	ribosomal protein S3A
1654_at	BRAF	v-raf murine sarcoma viral oncogene homolog B1
1655_s_at	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1
1656_s_at	ABL1	v-abl Abelson murine leukemia viral oncogene homolog 1
1657_at	PTPRR	protein tyrosine phosphatase, receptor type, R
1658_g_at	PTPRR	protein tyrosine phosphatase, receptor type, R
1659_s_at	RHEB	Ras homolog enriched in brain
165_g_at	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3
1660_at	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)
1661_i_at	---	---
1662_r_at	---	---
1663_at	---	---
1664_at	---	---
1665_s_at	---	---
1666_at	IFNA1	interferon, alpha 1
1667_s_at	CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1
1668_s_at	VHL	von Hippel-Lindau tumor suppressor
1669_at	WNT5A	wingless-type MMTV integration site family, member 5A
166_at	GPR68	G protein-coupled receptor 68
1670_at	TFDP1	transcription factor Dp-1
1671_s_at	MAPK14	mitogen-activated protein kinase 14
1672_f_at	RB1	retinoblastoma 1 (including osteosarcoma)
1673_at	NGFR	nerve growth factor receptor (TNFR superfamily, member 16)
1674_at	YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
1675_at	RASA1	RAS p21 protein activator (GTPase activating protein) 1
1676_s_at	EEF1G	eukaryotic translation elongation factor 1 gamma
1677_at	IGFBP5	insulin-like growth factor binding protein 5
1678_g_at	IGFBP5	insulin-like growth factor binding protein 5
1679_at	PMS2L1	postmeiotic segregation increased 2-like 1
167_at	EIF5	eukaryotic translation initiation factor 5
1680_at	GRB7	growth factor receptor-bound protein 7
1681_at	ESR1	estrogen receptor 1
1682_s_at	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1
1683_at	WIT1	Wilms tumor upstream neighbor 1
1684_s_at	WT1	Wilms tumor 1
1685_at	SPHAR	S-phase response (cyclin-related)
1686_g_at	SPHAR	S-phase response (cyclin-related)
1687_s_at	BAK1	BCL2-antagonist/killer 1
1688_s_at	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)
1689_at	DCHS1	dachsous 1 (Drosophila)
168_at	ADK	adenosine kinase
1690_at	PCDHGB4	protocadherin gamma subfamily B, 4
1691_at	PCDHGA12	protocadherin gamma subfamily A, 12
1692_s_at	GFRA2	GDNF family receptor alpha 2
1693_s_at	TIMP1	TIMP metallopeptidase inhibitor 1
1694_s_at	HNRPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
1695_at	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
1696_at	POLB	polymerase (DNA directed), beta
1697_s_at	PTPRJ	protein tyrosine phosphatase, receptor type, J
